SchoolName,EmployedBarPassageRequiredFTLT,EmployedBarPassageRequiredFTST,EmployedBarPassageRequiredPTLT,EmployedBarPassageRequiredPTST,EmployedBarPassageRequiredNumber,EmployedJDAdvantageFTLT,EmployedJDAdvantageFTST,EmployedJDAdvantagePTLT,EmployedJDAdvantagePTST,EmployedJDAdvantageNumber,EmployedProfessionPositionFTLT,EmployedProfessionPositionFTST,EmployedProfessionPositionPTLT,EmployedProfessionPositionPTST,EmployedProfessionPositionNumber,EmployedNonProfessionPositionFTLT,EmployedNonProfessionPositionFTST,EmployedNonProfessionPositionPTLT,EmployedNonProfessionPositionPTST,EmployedNonProfessionPositionNumber,EmployedUndeterminableFTLT,EmployedUndeterminableFTST,EmployedUndeterminablePTLT,EmployedUndeterminablePTST,EmployedUndeterminableNumber,EmployedPursuingGraduateDegreeNumber,UnEmployedStartDateDeferredNumber,UnEmployedNotSeekingNumber,UnEmployedSeekingNumber,EmploymentStatusUnknownNumber,TotalGraduatesNumber,Funded_EmployedBarPassageRequiredFTLT,Funded_EmployedBarPassageRequiredFTST,Funded_EmployedBarPassageRequiredPTLT,Funded_EmployedBarPassageRequiredPTST,Funded_EmployedBarPassageRequiredTotalEmployed,Funded_EmployedJDAdvantageFTLT,Funded_EmployedJDAdvantageFTST,Funded_EmployedJDAdvantagePTLT,Funded_EmployedJDAdvantagePTST,Funded_EmployedJDAdvantageTotalEmployed,Funded_EmployedProfessionFTLT,Funded_EmployedProfessionFTST,Funded_EmployedProfessionPTLT,Funded_EmployedProfessionPTST,Funded_EmployedProfessionTotalEmployed,Funded_EmployedNonProfessionFTLT,Funded_EmployedNonProfessionFTST,Funded_EmployedNonProfessionPTLT,Funded_EmployedNonProfessionPTST,Funded_EmployedNonProfessionTotalEmployed,Funded_TotalFTLT,Funded_TotalFTST,Funded_TotalPTLT,Funded_TotalPTST,Funded_TotalEmployed,Solo-FTLT,Solo-FTST,Solo-PTLT,Solo-PTST,Solo,2-10-FTLT,2-10-FTST,2-10-PTLT,2-10-PTST,2-10,11-25-FTLT,11-25-FTST,11-25-PTLT,11-25-PTST,11-25,26-50-FTLT,26-50-FTST,26-50-PTLT,26-50-PTST,26-50,51-100-FTLT,51-100-FTST,51-100-PTLT,51-100-PTST,51-100,101-250-FTLT,101-250-FTST,101-250-PTLT,101-250-PTST,101-250,251-500-FTLT,251-500-FTST,251-500-PTLT,251-500-PTST,251-500,501-FTLT,501-FTST,501-PTLT,501-PTST,501-PLUS,Unknown-FTLT,Unknown-FTST,Unknown-PTLT,Unknown-PTST,Unknown,BusinessIndustry-FTLT,BusinessIndustry-FTST,BusinessIndustry-PTLT,BusinessIndustry-PTST,BusinessIndustry,Government-FTLT,Government-FTST,Government-PTLT,Government-PTST,Government,PublicInterest-FTLT,PublicInterest-FTST,PublicInterest-PTLT,PublicInterest-PTST,PublicInterest,Federal-FTLT,Federal-FTST,Federal-PTLT,Federal-PTST,Federal,StateLocal-FTLT,StateLocal-FTST,StateLocal-PTLT,StateLocal-PTST,StateLocal,Other-FTLT,Other-FTST,Other-PTLT,Other-PTST,Other,Education-FTLT,Education-FTST,Education-PTLT,Education-PTST,Education,UnknownEmployerType-FTLT,UnknownEmployerType-FTST,UnknownEmployerType-PTLT,UnknownEmployerType-PTST,UnknownEmployerType,Total-FTLT,Total-FTST,Total-PTLT,Total-PTST,Total,FirstLargestEmployment,FirstLargestEmploymentNumber,SecondLargestEmployment,SecondLargestEmploymentNumber,ThirdLargestEmployment,ThirdLargestEmploymentNumber,EmployedInForeignCountries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOUTH DAKOTA, UNIVERSITY OF",48,0,1,2,51,12,0,0,1,13,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,15,0,0,0,15,2,0,0,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,12,12,0,1,0,13,8,0,0,0,8,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,1,3,68,South Dakota,54,Colorado,3,Minnesota,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH TEXAS COLLEGE OF LAW,268,4,2,0,274,16,1,0,0,17,18,0,0,0,18,1,0,1,0,2,0,0,0,0,0,6,0,17,27,16,377,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20,0,0,0,20,136,1,1,0,138,11,0,0,0,11,7,0,0,0,7,6,0,0,0,6,2,0,0,0,2,5,0,0,0,5,6,0,0,0,6,0,0,0,0,0,71,2,1,0,74,30,1,0,0,31,5,0,0,0,5,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,3,0,0,0,0,0,303,5,3,0,311,Texas,264,District of Columbia,4,California,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOUTHERN CALIFORNIA, UNIVERSITY OF",154,15,0,0,169,6,6,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,19,4,221,0,0,0,0,0,0,3,0,7,10,0,0,0,0,0,0,0,0,0,0,0,3,0,7,10,1,3,0,0,4,31,5,0,0,36,9,0,0,0,9,3,0,0,0,3,4,0,0,0,4,7,0,0,0,7,12,0,0,0,12,49,0,0,0,49,0,0,0,0,0,19,10,0,2,31,5,1,0,0,6,5,1,0,2,8,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,0,0,0,0,0,160,21,0,8,189,California,161,New York,8,Nevada,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,67,3,2,2,74,3,1,0,2,6,3,1,0,2,6,1,2,0,3,6,0,0,0,0,0,2,2,6,16,10,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,33,2,2,3,40,4,0,0,1,5,1,0,0,0,1,2,1,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,3,3,0,3,9,10,0,0,0,10,5,0,0,0,5,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,1,0,1,4,1,0,0,0,1,74,7,2,9,92,Illinois,65,Missouri,7,Kentucky,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTHERN METHODIST UNIVERSITY,220,7,2,1,230,15,0,3,3,21,18,0,2,1,21,0,0,1,0,1,0,0,0,0,0,5,0,9,6,0,293,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,5,67,5,1,1,74,27,0,0,0,27,12,0,0,0,12,5,0,0,0,5,4,0,0,0,4,14,0,0,0,14,24,0,0,0,24,0,0,0,0,0,58,1,6,4,69,19,1,1,0,21,2,0,0,0,2,9,0,0,0,9,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,253,7,8,5,273,Texas,255,California,2,Oklahoma,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTHERN UNIVERSITY,70,1,0,0,71,31,0,3,3,37,15,0,0,0,15,2,0,1,1,4,0,0,0,0,0,8,0,6,21,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,13,28,0,1,1,30,2,0,0,0,2,1,0,0,0,1,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,3,0,0,0,3,2,0,0,0,2,26,0,1,1,28,16,0,1,1,18,3,0,0,0,3,0,0,0,0,0,19,1,1,0,21,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,117,1,4,4,126,Louisiana,81,Georgia,8,Alabama,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTHWESTERN LAW SCHOOL,143,5,3,1,152,40,2,1,1,44,12,0,5,0,17,3,2,3,2,10,1,0,1,0,2,4,4,24,34,33,324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,5,81,3,1,1,86,9,0,1,0,10,11,0,0,1,12,8,0,0,0,8,5,0,0,0,5,0,0,0,0,0,6,0,0,0,6,3,0,0,0,3,52,4,6,2,64,7,0,1,0,8,8,2,1,0,11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,199,9,13,4,225,California,212,Arizona,2,Florida,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST. JOHN'S UNIVERSITY,139,1,7,4,151,32,1,13,7,53,6,0,0,0,6,3,0,2,1,6,2,1,1,0,4,3,5,2,45,6,281,0,0,0,4,4,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,48,1,10,0,59,12,0,2,0,14,9,0,1,0,10,11,0,0,0,11,6,0,0,0,6,4,0,0,0,4,17,0,0,0,17,1,0,0,1,2,36,1,5,2,44,26,0,2,2,30,4,0,1,2,7,6,0,0,0,6,1,0,0,0,1,0,0,0,0,0,1,0,0,5,6,0,1,2,0,3,182,3,23,12,220,New York,201,New Jersey,6,Unknown,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST. MARY'S UNIVERSITY,181,0,7,0,188,22,0,6,0,28,12,0,2,0,14,0,0,0,0,0,0,0,0,0,0,2,1,3,32,0,268,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,34,0,2,0,36,76,0,4,0,80,9,0,1,0,10,4,0,1,0,5,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,4,0,16,31,0,1,0,32,30,0,1,0,31,6,0,0,0,6,2,0,0,0,2,3,0,0,0,3,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,212,0,15,0,227,Texas,210,Colorado,2,Tennessee,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST. THOMAS UNIVERSITY (FLORIDA),87,0,0,0,87,17,1,8,5,31,13,0,1,0,14,3,2,0,0,5,2,0,0,0,2,10,0,4,46,17,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,0,15,45,0,0,0,45,5,0,2,0,7,1,0,0,0,1,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,1,19,16,1,1,3,21,7,0,0,0,7,11,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,3,2,0,0,5,122,3,9,5,139,Florida,116,New York,5,New Jersey,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ST. THOMAS, UNIVERSITY OF (MINNESOTA)",71,10,2,5,88,25,6,3,2,36,5,0,1,0,6,3,1,7,1,12,0,0,0,0,0,3,0,2,14,0,161,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,3,29,1,3,3,36,4,1,0,0,5,1,0,0,0,1,2,0,0,0,2,5,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,29,9,7,2,47,7,4,2,1,14,5,0,0,0,5,2,0,0,0,2,15,1,0,0,16,0,0,0,0,0,2,0,1,1,4,0,0,0,0,0,104,17,13,8,142,Minnesota,115,Wisconsin,7,California,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STANFORD UNIVERSITY,165,1,0,0,166,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,181,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,1,0,0,1,3,0,0,0,3,0,0,0,0,0,1,0,0,0,1,11,0,0,0,11,13,0,0,0,13,61,0,0,0,61,0,0,0,0,0,14,0,0,0,14,3,0,0,0,3,11,0,0,0,11,51,0,0,0,51,5,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,174,1,0,0,175,California,89,New York,18,District of Columbia,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STETSON UNIVERSITY,204,10,2,0,216,31,1,2,0,34,23,1,6,0,30,2,0,5,0,7,0,0,0,0,0,14,0,17,21,2,341,1,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,10,4,0,0,0,4,70,0,3,0,73,22,0,0,0,22,12,0,0,0,12,6,0,0,0,6,9,0,0,0,9,7,0,0,0,7,0,0,0,0,0,1,0,1,0,2,39,2,10,0,51,56,3,0,0,59,19,5,0,0,24,5,0,0,0,5,6,2,0,0,8,0,0,0,0,0,3,0,1,0,4,1,0,0,0,1,260,12,15,0,287,Florida,256,District Of Columbia,8,New York,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUFFOLK UNIVERSITY,206,12,13,5,236,60,9,11,8,88,33,3,0,2,38,8,2,8,0,18,0,0,0,0,0,13,6,10,80,28,517,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,2,0,6,50,3,14,7,74,14,0,1,1,16,13,1,0,0,14,11,0,1,1,13,3,0,1,0,4,12,0,1,0,13,31,0,0,0,31,0,0,0,0,0,86,13,9,3,111,48,3,0,2,53,16,0,2,0,18,0,0,0,0,0,16,3,0,0,19,0,0,0,0,0,3,3,1,1,8,0,0,0,0,0,307,26,32,15,380,Massachusetts,309,New York,12,Rhode Island,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYRACUSE UNIVERSITY,85,5,4,5,99,18,3,3,3,27,4,0,2,1,7,2,0,7,2,11,0,0,0,0,0,6,0,4,19,12,185,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,22,2,3,3,30,8,0,0,0,8,6,0,0,0,6,3,0,1,0,4,5,0,0,0,5,3,0,0,0,3,2,0,0,0,2,0,0,0,1,1,22,5,9,3,39,19,0,2,2,23,8,0,1,2,11,3,0,0,0,3,6,0,0,0,6,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,109,8,16,11,144,New York,73,District Of Columbia,15,California,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEMPLE UNIVERSITY,147,23,4,2,176,31,2,4,0,37,16,1,2,2,21,1,0,4,1,6,0,0,0,0,0,6,0,2,26,3,277,0,22,0,0,22,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,0,23,3,0,0,0,3,27,1,3,0,31,6,0,1,0,7,8,0,0,0,8,9,0,1,1,11,4,0,0,0,4,8,0,0,0,8,9,0,0,0,9,1,0,1,0,2,43,1,8,2,54,31,4,0,0,35,8,19,0,0,27,12,1,0,0,13,21,0,0,0,21,0,0,0,0,0,5,0,0,2,7,0,0,0,0,0,195,26,14,5,240,Pennsylvania,167,New Jersey,19,Delaware,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TENNESSEE, UNIVERSITY OF",101,1,1,1,104,11,4,0,4,19,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,7,18,3,155,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,1,2,7,23,2,0,0,25,8,0,0,0,8,9,0,0,0,9,11,0,0,0,11,8,0,0,0,8,7,0,0,0,7,1,0,0,0,1,1,0,0,0,1,9,3,0,0,12,13,0,0,1,14,4,0,0,0,4,6,0,0,0,6,8,0,0,0,8,0,0,0,0,0,2,0,0,2,4,0,0,0,0,0,114,5,1,5,125,Tennessee,89,Georgia,7,Florida,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXAS A&M UNIVERSITY,112,8,3,0,123,23,2,0,0,25,18,0,0,0,18,2,0,1,0,3,2,0,0,0,2,0,0,1,23,12,207,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,11,0,0,0,11,60,2,3,0,65,11,0,0,0,11,3,0,0,0,3,3,0,0,0,3,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,32,2,1,0,35,21,5,0,0,26,1,0,0,0,1,0,1,0,0,1,2,0,0,0,2,0,0,0,0,0,5,0,0,0,5,5,0,0,0,5,157,10,4,0,171,Texas,155,Oklahoma,3,Colorado,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TEXAS AT AUSTIN, UNIVERSITY OF",283,24,5,1,313,21,3,3,0,27,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,7,0,7,13,3,373,2,18,0,0,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,19,0,0,21,2,0,0,0,2,42,0,4,0,46,18,0,1,0,19,7,0,0,0,7,11,1,0,0,12,9,0,0,0,9,22,0,0,0,22,69,0,0,0,69,1,0,0,0,1,34,3,1,1,39,28,12,1,0,41,19,10,1,0,30,31,0,0,0,31,11,0,0,0,11,0,0,0,0,0,0,1,0,0,1,3,0,0,0,3,307,27,8,1,343,Texas,253,New York,18,California,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXAS SOUTHERN UNIVERSITY,104,5,0,0,109,12,3,0,0,15,12,1,0,0,13,1,0,0,2,3,0,0,0,0,0,5,0,1,24,17,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,34,43,0,0,0,43,2,0,0,0,2,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,0,0,4,19,6,0,1,26,18,1,0,0,19,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,128,9,0,2,139,Texas,104,New York,5,District of Columbia,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXAS TECH UNIVERSITY,133,10,0,1,144,20,1,3,2,26,6,0,0,3,9,1,0,1,1,3,0,0,0,0,0,2,3,2,25,1,215,1,4,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,0,6,9,0,0,1,10,55,0,1,2,58,27,0,0,0,27,4,0,0,0,4,1,0,0,0,1,5,0,0,0,5,2,0,0,0,2,3,0,0,0,3,0,0,0,0,0,26,5,1,1,33,24,6,0,0,30,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,2,3,6,0,0,0,0,0,160,11,4,7,182,Texas,166,New Mexico,4,District Of Columbia,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THOMAS JEFFERSON SCHOOL OF LAW,75,2,7,2,86,19,0,5,3,27,10,3,7,2,22,2,0,5,0,7,0,0,0,1,1,6,5,6,82,18,260,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,13,0,2,0,15,39,0,11,5,55,6,1,0,0,7,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,3,7,0,33,8,0,0,0,8,4,0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,1,3,2,10,0,0,1,1,2,106,5,24,8,143,California,100,Colorado,10,Nevada,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THOMAS M. COOLEY LAW SCHOOL,311,8,25,8,352,121,9,24,6,160,104,1,15,4,124,17,4,18,5,44,0,0,0,0,0,29,3,49,215,103,1079,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,3,1,4,44,0,6,1,51,170,6,32,6,214,28,1,2,1,32,10,0,0,1,11,8,0,0,0,8,7,0,0,0,7,5,0,0,0,5,1,1,0,0,2,2,0,0,1,3,133,9,25,10,177,75,2,9,0,86,20,0,1,0,21,2,0,0,0,2,37,3,1,0,41,0,0,0,0,0,11,0,4,3,18,0,0,2,0,2,553,22,82,23,680,Michigan,223,Illinois,24,Florida,19,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THOMAS M. COOLEY LAW SCHOOL - ANN ARBOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michigan,223,Illinois,24,Florida,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THOMAS M. COOLEY LAW SCHOOL - TAMPA BAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michigan,223,Illinois,24,Florida,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THOMAS M. COOLEY SCHOOL OF LAW - AUBURN HILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michigan,223,Illinois,24,Florida,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THOMAS M. COOLEY SCHOOL OF LAW - GRAND RAPIDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michigan,223,Illinois,24,Florida,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
